bytes,average_time_ms
1913864,207.6
1914888,222.0
1915912,222.6
1916936,221.6
1917960,233.1
1918984,262.4
1920008,215.3
1921032,214.7
1922056,213.0
1923080,234.2
1924104,240.4
1925128,238.3
1926152,221.1
1927176,234.7
1928200,233.0
1929224,223.2
1930248,227.4
1931272,240.4
1932296,238.3
1933320,236.5
1934344,242.4
1935368,238.0
1936392,223.9
1937416,214.0
1938440,233.5
1939464,232.1
1940488,229.0
1941512,223.3
1942536,229.8
1943560,211.1
1944584,213.9
1945608,207.4
1946632,219.4
1947656,241.6
1948680,215.8
1949704,209.6
1950728,215.1
1951752,220.1
1952776,221.1
1953800,233.4
1954824,219.3
1955848,231.5
1956872,227.8
1957896,219.2
1958920,205.9
1959944,235.5
1960968,226.9
1961992,237.7
1963016,223.0
1964040,208.7
1965064,216.5
1966088,229.3
1967112,247.0
1968136,216.2
1969160,217.9
1970184,210.5
1971208,243.6
1972232,207.1
1973256,215.3
1974280,205.6
1975304,226.5
1976328,209.0
1977352,220.8
1978376,212.8
1979400,214.2
1980424,227.0
1981448,210.2
1982472,234.9
1983496,201.4
1984520,208.6
1985544,200.8
1986568,210.7
1987592,217.0
1988616,213.6
1989640,215.9
1990664,241.9
1991688,208.1
1992712,212.8
1993736,220.9
1994760,228.2
1995784,255.1
1996808,213.4
1997832,219.7
1998856,230.7
1999880,230.3
2000904,232.9
2001928,218.4
2002952,261.1
2003976,224.6
2005000,221.7
2006024,243.6
2007048,255.5
2008072,227.8
2009096,212.9
2010120,238.5
2011144,220.3
2012168,231.9
2013192,219.2
2014216,257.6
2015240,226.1
2016264,235.9
2017288,228.1
2018312,242.4
2019336,217.7
2020360,238.2
2021384,282.8
2022408,259.7
2023432,216.8
2024456,229.1
2025480,270.0
2026504,222.6
2027528,228.7
2028552,232.1
2029576,222.9
2030600,232.0
2031624,237.3
2032648,219.6
2033672,228.7
2034696,236.5
2035720,239.5
2036744,208.8
2037768,262.4
2038792,237.2
2039816,256.9
2040840,249.7
2041864,228.2
2042888,236.7
2043912,237.4
2044936,246.9
2045960,235.6
2046984,233.3
2048008,242.5
2049032,228.4
2050056,229.1
2051080,229.4
2052104,229.7
2053128,226.6
2054152,217.9
2055176,223.9
2056200,227.7
2057224,224.4
2058248,236.7
2059272,226.8
2060296,218.9
2061320,240.3
2062344,226.6
2063368,219.5
2064392,219.0
2065416,238.9
2066440,233.4
2067464,212.9
2068488,238.0
2069512,223.7
2070536,237.1
2071560,236.9
2072584,230.9
2073608,230.4
2074632,260.0
2075656,241.7
2076680,240.4
2077704,227.5
2078728,226.2
2079752,234.2
2080776,243.6
2081800,224.8
2082824,229.3
2083848,240.2
2084872,223.8
2085896,236.6
2086920,238.0
2087944,220.6
2088968,261.4
2089992,378.2
2091016,404.0
2092040,415.2
2093064,359.9
2094088,278.5
2095112,236.0
2096136,242.3
2097160,262.3
2098184,238.5
2099208,241.5
2100232,254.7
2101256,242.2
2102280,246.2
2103304,239.7
2104328,239.2
2105352,245.4
2106376,233.4
2107400,257.6
2108424,253.2
2109448,263.4
2110472,237.4
2111496,264.0
2112520,243.2
2113544,254.6
2114568,251.5
2115592,252.5
2116616,250.7
2117640,251.5
2118664,239.5
2119688,249.8
2120712,252.7
2121736,272.9
2122760,244.9
2123784,249.3
2124808,241.4
2125832,255.7
2126856,247.7
2127880,255.3
2128904,254.2
2129928,256.0
2130952,246.8
2131976,259.9
2133000,255.3
2134024,258.2
2135048,248.6
2136072,260.8
2137096,257.4
2138120,256.3
2139144,240.8
2140168,253.8
2141192,282.7
2142216,247.8
2143240,245.6
2144264,242.4
2145288,269.8
2146312,276.1
2147336,240.2
2148360,252.8
2149384,248.3
2150408,256.1
2151432,250.9
2152456,247.1
2153480,246.0
2154504,249.3
2155528,270.0
2156552,256.0
2157576,244.5
2158600,251.2
2159624,263.9
2160648,245.2
2161672,258.2
2162696,265.0
2163720,254.5
2164744,244.2
2165768,238.4
2166792,249.6
2167816,255.7
2168840,263.0
2169864,239.3
2170888,298.6
2171912,263.4
2172936,256.6
2173960,254.0
2174984,260.8
2176008,246.3
2177032,247.6
2178056,260.3
2179080,259.0
2180104,253.2
2181128,253.6
2182152,261.7
2183176,264.3
2184200,265.4
2185224,254.8
2186248,242.6
2187272,260.3
2188296,254.0
2189320,241.0
2190344,270.9
2191368,262.5
2192392,259.4
2193416,259.6
2194440,268.9
2195464,270.1
2196488,255.1
2197512,263.7
2198536,258.8
2199560,251.7
2200584,256.7
2201608,255.1
2202632,251.1
2203656,252.2
2204680,263.7
2205704,257.9
2206728,268.3
2207752,252.7
2208776,255.1
2209800,245.0
2210824,252.4
2211848,249.2
2212872,266.2
2213896,292.6
2214920,266.2
2215944,247.2
2216968,276.4
2217992,260.9
2219016,300.0
2220040,247.9
2221064,264.4
2222088,254.9
2223112,258.9
2224136,258.5
2225160,249.9
2226184,264.2
2227208,255.4
2228232,276.1
2229256,265.0
2230280,249.4
2231304,259.8
2232328,248.4
2233352,267.7
2234376,272.6
2235400,267.9
2236424,260.4
2237448,265.6
2238472,271.2
2239496,273.0
2240520,266.4
2241544,265.3
2242568,265.2
2243592,268.0
2244616,263.1
2245640,268.6
2246664,258.3
2247688,265.1
2248712,252.5
2249736,258.0
2250760,261.8
2251784,283.5
2252808,254.5
2253832,285.2
2254856,254.8
2255880,266.3
2256904,262.7
2257928,270.0
2258952,257.7
2259976,267.3
2261000,270.4
2262024,271.8
2263048,270.9
2264072,259.7
2265096,292.1
2266120,272.0
2267144,278.1
2268168,283.2
2269192,252.0
2270216,264.7
2271240,268.6
2272264,260.6
2273288,271.4
2274312,259.1
2275336,261.2
2276360,263.6
2277384,249.8
2278408,282.4
2279432,263.0
2280456,278.6
2281480,259.4
2282504,248.3
2283528,270.3
2284552,281.8
2285576,265.7
2286600,287.8
2287624,265.5
2288648,274.3
2289672,294.7
2290696,262.7
2291720,288.4
2292744,279.2
2293768,265.6
2294792,258.9
2295816,258.3
2296840,264.2
2297864,267.5
2298888,249.4
2299912,260.5
2300936,272.1
2301960,271.0
2302984,257.9
2304008,272.9
2305032,263.8
2306056,267.3
2307080,274.7
2308104,275.8
2309128,277.1
2310152,266.3
2311176,296.8
2312200,268.2
2313224,271.0
2314248,289.5
2315272,291.0
2316296,264.2
2317320,262.0
2318344,273.1
2319368,266.6
2320392,253.3
2321416,269.9
2322440,272.1
2323464,265.4
2324488,273.1
2325512,261.8
2326536,265.5
2327560,257.1
2328584,287.3
2329608,266.7
2330632,247.5
2331656,256.5
2332680,264.5
2333704,283.0
2334728,281.6
2335752,274.9
2336776,259.5
2337800,280.6
2338824,263.3
2339848,267.4
2340872,257.3
2341896,251.5
2342920,279.6
2343944,276.6
2344968,270.5
2345992,281.0
2347016,288.0
2348040,264.4
2349064,272.4
2350088,277.2
2351112,273.5
2352136,278.7
2353160,263.1
2354184,279.1
2355208,271.0
2356232,297.1
2357256,282.4
2358280,273.0
2359304,274.5
2360328,277.9
2361352,273.4
2362376,263.3
2363400,283.8
2364424,268.2
2365448,295.1
2366472,272.4
2367496,265.8
2368520,285.0
2369544,287.7
2370568,298.8
2371592,274.5
2372616,274.0
2373640,298.9
2374664,266.9
2375688,306.3
2376712,288.5
2377736,284.7
2378760,286.6
2379784,279.0
2380808,274.7
2381832,281.9
2382856,284.5
2383880,280.9
2384904,275.1
2385928,266.7
2386952,288.8
2387976,291.3
2389000,277.9
2390024,262.7
2391048,279.4
2392072,283.8
2393096,271.9
2394120,282.8
2395144,288.7
2396168,300.0
2397192,271.7
2398216,280.7
2399240,285.9
2400264,297.6
2401288,280.7
2402312,284.2
2403336,290.7
2404360,283.6
2405384,265.3
2406408,283.4
2407432,271.2
2408456,288.8
2409480,284.7
2410504,295.7
2411528,276.9
2412552,266.4
2413576,270.8
2414600,304.4
2415624,271.4
2416648,290.2
2417672,289.4
2418696,285.9
2419720,283.4
2420744,295.8
2421768,300.7
2422792,287.1
2423816,284.6
2424840,367.9
2425864,482.5
2426888,443.2
2427912,496.9
2428936,330.2
2429960,303.7
2430984,273.9
2432008,287.9
2433032,270.2
2434056,279.0
2435080,276.4
2436104,276.7
2437128,298.5
2438152,269.8
2439176,275.3
2440200,303.0
2441224,313.5
2442248,281.8
2443272,293.3
2444296,288.8
2445320,272.7
2446344,275.6
2447368,285.6
2448392,298.7
2449416,284.3
2450440,289.5
2451464,270.3
2452488,284.1
2453512,296.6
2454536,297.5
2455560,300.0
2456584,273.1
2457608,280.2
2458632,306.1
2459656,283.4
2460680,309.9
2461704,295.9
2462728,299.7
2463752,295.1
2464776,288.2
2465800,274.7
2466824,285.4
2467848,284.4
2468872,278.7
2469896,291.7
2470920,278.7
2471944,282.7
2472968,280.8
2473992,289.5
2475016,280.8
2476040,320.8
2477064,289.5
2478088,278.5
2479112,283.5
2480136,286.6
2481160,292.4
2482184,280.9
2483208,282.2
2484232,292.9
2485256,290.0
2486280,290.6
2487304,289.2
2488328,284.9
2489352,282.4
2490376,287.5
2491400,303.5
2492424,290.6
2493448,269.7
2494472,286.3
2495496,273.7
2496520,333.3
2497544,285.3
2498568,294.2
2499592,297.3
2500616,287.7
2501640,321.8
2502664,290.7
2503688,286.3
2504712,307.7
2505736,286.3
2506760,285.4
2507784,323.4
2508808,305.7
2509832,283.3
2510856,301.3
2511880,285.3
2512904,295.2
2513928,301.0
2514952,301.3
2515976,292.2
2517000,303.9
2518024,301.5
2519048,289.5
2520072,311.8
2521096,299.0
2522120,297.3
2523144,307.9
2524168,285.4
2525192,291.0
2526216,300.7
2527240,294.0
2528264,283.0
2529288,291.0
2530312,296.5
2531336,297.7
2532360,285.1
2533384,297.1
2534408,299.3
2535432,292.4
2536456,278.1
2537480,299.5
2538504,282.5
2539528,298.1
2540552,278.6
2541576,280.5
2542600,303.7
2543624,284.7
2544648,274.0
2545672,277.4
2546696,444.0
2547720,370.0
2548744,301.6
2549768,303.3
2550792,283.5
2551816,300.3
2552840,303.6
2553864,273.4
2554888,297.1
2555912,306.7
2556936,301.0
2557960,300.3
2558984,316.6
2560008,297.8
2561032,294.9
2562056,296.2
2563080,290.4
2564104,305.2
2565128,294.9
2566152,301.6
2567176,324.9
2568200,299.2
2569224,300.5
2570248,306.3
2571272,281.6
2572296,311.2
2573320,299.7
2574344,311.0
2575368,292.7
2576392,309.4
2577416,301.7
2578440,309.2
2579464,290.1
2580488,291.7
2581512,296.4
2582536,300.7
2583560,303.2
2584584,300.1
2585608,314.8
2586632,312.4
2587656,294.9
2588680,299.0
2589704,290.0
2590728,313.9
2591752,300.0
2592776,314.4
2593800,316.9
2594824,299.4
2595848,309.6
2596872,298.6
2597896,289.7
2598920,295.5
2599944,297.1
2600968,284.9
2601992,307.4
2603016,291.5
2604040,328.6
2605064,296.7
2606088,298.9
2607112,321.2
2608136,292.6
2609160,302.4
2610184,292.3
2611208,347.5
2612232,313.0
2613256,324.6
2614280,299.5
2615304,294.7
2616328,309.5
2617352,305.7
2618376,307.2
2619400,338.9
2620424,307.3
2621448,311.4
2622472,318.4
2623496,312.8
2624520,311.7
2625544,313.5
2626568,305.3
2627592,310.0
2628616,315.8
2629640,306.4
2630664,319.0
2631688,320.0
2632712,297.2
2633736,296.0
2634760,292.8
2635784,303.3
2636808,320.5
2637832,319.7
2638856,316.9
2639880,289.8
2640904,291.1
2641928,309.5
2642952,321.8
2643976,293.3
2645000,293.1
2646024,295.8
2647048,317.0
2648072,299.9
2649096,570.3
2650120,330.0
2651144,313.4
2652168,326.2
2653192,301.0
2654216,308.3
2655240,307.9
2656264,322.1
2657288,306.1
2658312,324.4
2659336,305.8
2660360,339.0
2661384,292.6
2662408,322.4
2663432,324.9
2664456,328.1
2665480,308.1
2666504,332.2
2667528,303.0
2668552,337.3
2669576,311.4
2670600,315.0
2671624,328.1
2672648,306.9
2673672,320.2
2674696,295.8
2675720,304.0
2676744,325.7
2677768,314.2
2678792,324.0
2679816,304.8
2680840,320.9
2681864,302.1
2682888,327.1
2683912,290.8
2684936,312.2
2685960,346.8
2686984,312.2
2688008,325.6
2689032,304.5
2690056,294.5
2691080,328.6
2692104,313.9
2693128,308.8
2694152,309.8
2695176,311.9
2696200,302.0
2697224,311.7
2698248,315.2
2699272,315.2
2700296,310.3
2701320,330.8
2702344,310.9
2703368,315.3
2704392,315.8
2705416,352.2
2706440,345.0
2707464,312.8
2708488,320.0
2709512,305.6
2710536,323.9
2711560,323.8
2712584,311.4
2713608,323.5
2714632,315.6
2715656,320.7
2716680,307.4
2717704,352.6
2718728,503.0
2719752,492.8
2720776,578.3
2721800,597.5
2722824,540.5
2723848,458.7
2724872,300.5
2725896,298.8
2726920,318.5
2727944,323.2
2728968,300.0
2729992,310.6
2731016,307.1
2732040,307.7
2733064,313.8
2734088,343.3
2735112,310.0
2736136,305.9
2737160,330.2
2738184,325.3
2739208,339.8
2740232,351.5
2741256,308.3
2742280,317.7
2743304,327.6
2744328,312.9
2745352,320.3
2746376,337.1
2747400,309.3
2748424,310.6
2749448,320.8
2750472,315.7
2751496,332.0
2752520,321.7
2753544,314.1
2754568,327.4
2755592,316.2
2756616,339.1
2757640,326.4
2758664,343.2
2759688,322.8
2760712,333.5
2761736,335.2
2762760,343.1
2763784,326.8
2764808,329.8
2765832,319.9
2766856,320.0
2767880,309.7
2768904,320.2
2769928,310.0
2770952,318.5
2771976,343.2
2773000,325.5
2774024,321.8
2775048,344.9
2776072,336.3
2777096,356.7
2778120,323.6
2779144,324.4
2780168,326.0
2781192,331.1
2782216,320.5
2783240,330.4
2784264,331.9
2785288,327.1
2786312,326.6
2787336,331.7
2788360,311.7
2789384,302.6
2790408,331.6
2791432,319.8
2792456,333.0
2793480,330.9
2794504,330.5
2795528,331.7
2796552,323.7
2797576,317.6
2798600,334.0
2799624,319.5
2800648,325.8
2801672,327.5
2802696,312.1
2803720,329.3
2804744,320.5
2805768,302.5
2806792,319.1
2807816,315.6
2808840,314.2
2809864,322.5
2810888,326.2
2811912,315.5
2812936,322.7
2813960,318.3
2814984,350.8
2816008,329.8
2817032,335.7
2818056,316.5
2819080,324.4
2820104,324.6
2821128,331.9
2822152,313.0
2823176,333.4
2824200,362.6
2825224,336.7
2826248,310.9
2827272,315.3
2828296,377.4
2829320,333.6
2830344,334.6
2831368,306.6
2832392,321.7
2833416,367.5
2834440,318.9
2835464,354.6
2836488,325.3
2837512,317.7
2838536,340.9
2839560,318.4
2840584,317.7
2841608,336.8
2842632,328.8
2843656,342.3
2844680,356.7
2845704,340.7
2846728,319.6
2847752,348.5
2848776,333.9
2849800,330.3
2850824,344.7
2851848,368.9
2852872,375.1
2853896,345.4
2854920,309.7
2855944,325.5
2856968,308.5
2857992,333.7
2859016,345.2
2860040,348.6
2861064,335.1
2862088,329.0
2863112,345.7
2864136,335.0
2865160,335.8
2866184,342.2
2867208,335.1
2868232,337.3
2869256,367.5
2870280,320.5
2871304,319.2
2872328,329.0
2873352,333.0
2874376,319.9
2875400,337.8
2876424,360.2
2877448,319.1
2878472,321.0
2879496,359.4
2880520,342.9
2881544,314.8
2882568,315.1
2883592,342.2
2884616,322.4
2885640,333.3
2886664,336.8
2887688,355.9
2888712,333.0
2889736,327.3
2890760,327.6
2891784,311.4
2892808,345.3
2893832,329.3
2894856,339.8
2895880,349.2
2896904,335.6
2897928,328.6
2898952,320.5
2899976,334.2
2901000,323.5
2902024,329.4
2903048,337.2
2904072,323.7
2905096,369.5
2906120,362.8
2907144,320.1
2908168,325.9
2909192,324.9
2910216,339.8
2911240,341.2
2912264,359.3
2913288,324.4
2914312,334.3
2915336,347.0
2916360,331.5
2917384,334.3
2918408,343.9
2919432,331.1
2920456,312.0
2921480,340.1
2922504,350.2
2923528,334.6
2924552,368.2
2925576,341.0
2926600,346.7
2927624,345.2
2928648,330.6
2929672,336.5
2930696,353.1
2931720,383.8
2932744,337.1
2933768,345.9
2934792,324.2
2935816,341.1
2936840,340.5
2937864,328.5
2938888,337.8
2939912,346.8
2940936,358.0
2941960,380.0
2942984,380.4
2944008,341.4
2945032,332.0
2946056,326.6
2947080,346.4
2948104,347.0
2949128,348.4
2950152,329.2
2951176,329.3
2952200,347.2
2953224,346.1
2954248,343.8
2955272,349.1
2956296,336.4
2957320,352.4
2958344,337.0
2959368,349.8
2960392,341.8
2961416,343.4
2962440,338.4
2963464,335.2
2964488,344.3
2965512,367.6
2966536,358.9
2967560,348.2
2968584,338.0
2969608,340.9
2970632,339.5
2971656,363.0
2972680,333.6
2973704,345.2
2974728,349.6
2975752,342.0
2976776,368.5
2977800,347.4
2978824,349.1
2979848,408.3
2980872,571.3
2981896,549.1
2982920,512.9
2983944,339.3
2984968,596.0
2985992,349.3
2987016,336.6
2988040,336.0
2989064,342.6
2990088,338.4
2991112,351.8
2992136,369.8
2993160,341.3
2994184,342.9
2995208,358.2
2996232,347.6
2997256,360.9
2998280,345.7
2999304,344.2
3000328,355.3
3001352,348.2
3002376,348.6
3003400,340.4
3004424,354.1
3005448,332.4
3006472,362.7
3007496,350.3
3008520,353.3
3009544,380.4
3010568,370.5
3011592,338.2
3012616,348.5
3013640,365.0
3014664,341.6
3015688,330.7
3016712,343.4
3017736,374.3
3018760,383.3
3019784,345.9
3020808,347.0
3021832,356.2
3022856,366.2
3023880,378.2
3024904,348.0
3025928,391.8
3026952,343.3
3027976,347.1
3029000,344.6
3030024,349.1
3031048,349.1
3032072,360.1
3033096,373.4
3034120,344.2
3035144,345.7
3036168,347.5
3037192,351.6
3038216,369.7
3039240,336.6
3040264,348.1
3041288,350.5
3042312,341.6
3043336,370.3
3044360,349.0
3045384,338.6
3046408,356.3
3047432,348.5
3048456,338.7
3049480,348.8
3050504,325.6
3051528,343.2
3052552,347.9
3053576,343.3
3054600,327.7
3055624,364.7
3056648,355.7
3057672,381.7
3058696,355.4
3059720,352.1
3060744,391.0
3061768,362.3
3062792,365.0
3063816,345.0
3064840,349.8
3065864,349.5
3066888,353.1
3067912,365.2
3068936,356.4
3069960,348.2
3070984,343.1
3072008,355.9
3073032,354.7
3074056,330.1
3075080,335.3
3076104,346.6
3077128,346.0
3078152,375.0
3079176,370.2
3080200,360.0
3081224,325.1
3082248,356.0
3083272,332.6
3084296,339.2
3085320,337.8
3086344,366.1
3087368,356.5
3088392,359.6
3089416,345.3
3090440,348.3
3091464,338.1
3092488,357.1
3093512,355.4
3094536,372.0
3095560,386.9
3096584,333.7
3097608,364.1
3098632,361.0
3099656,373.2
3100680,390.0
3101704,358.0
3102728,363.4
3103752,318.0
3104776,385.4
3105800,350.4
3106824,360.8
3107848,340.8
3108872,342.3
3109896,347.1
3110920,383.1
3111944,342.4
3112968,352.8
3113992,376.9
3115016,387.8
3116040,359.7
3117064,358.6
3118088,353.7
3119112,349.1
3120136,357.0
3121160,358.8
3122184,372.3
3123208,394.9
3124232,356.9
3125256,364.6
3126280,374.1
3127304,354.6
3128328,401.5
3129352,370.2
3130376,376.9
3131400,346.7
3132424,360.6
3133448,355.9
3134472,375.6
3135496,364.9
3136520,349.2
3137544,361.4
3138568,356.6
3139592,356.9
3140616,351.4
3141640,347.7
3142664,342.7
3143688,341.8
3144712,382.6
3145736,362.4
3146760,361.8
3147784,376.9
3148808,345.1
3149832,384.2
3150856,362.9
3151880,366.8
3152904,390.8
3153928,368.0
3154952,369.5
3155976,380.7
3157000,361.1
3158024,372.6
3159048,381.5
3160072,364.6
3161096,355.0
3162120,379.4
3163144,364.3
3164168,399.8
3165192,366.6
3166216,375.6
3167240,364.1
3168264,375.7
3169288,358.9
3170312,381.1
3171336,364.1
3172360,364.0
3173384,367.4
3174408,389.7
3175432,368.1
3176456,373.2
3177480,390.6
3178504,389.4
3179528,350.7
3180552,356.4
3181576,372.0
3182600,370.9
3183624,356.7
3184648,377.2
3185672,372.0
3186696,367.2
3187720,367.8
3188744,367.9
3189768,363.8
3190792,351.5
3191816,374.0
3192840,362.5
3193864,382.3
3194888,391.3
3195912,380.6
3196936,367.3
3197960,362.1
3198984,369.0
3200008,375.8
3201032,378.9
3202056,420.2
3203080,360.1
3204104,367.1
3205128,353.1
3206152,368.8
3207176,377.0
3208200,394.0
3209224,368.8
3210248,429.5
3211272,356.8
3212296,383.9
3213320,372.5
3214344,384.8
3215368,363.8
3216392,374.5
3217416,362.0
3218440,327.4
3219464,364.8
3220488,332.8
3221512,348.3
3222536,338.6
3223560,396.4
3224584,578.7
3225608,645.3
3226632,486.3
3227656,330.7
3228680,334.8
3229704,341.3
3230728,336.2
3231752,365.9
3232776,344.5
3233800,360.0
3234824,360.1
3235848,364.2
3236872,363.3
3237896,335.1
3238920,335.8
3239944,358.5
3240968,346.6
3241992,396.7
3243016,331.4
3244040,340.3
3245064,382.7
3246088,366.8
3247112,351.4
3248136,340.5
3249160,357.2
3250184,363.3
3251208,339.9
3252232,365.1
3253256,369.2
3254280,374.2
3255304,359.4
3256328,346.9
3257352,342.4
3258376,353.1
3259400,352.0
3260424,393.1
3261448,367.0
3262472,364.4
3263496,344.8
3264520,357.9
3265544,360.4
3266568,401.8
3267592,354.5
3268616,346.1
3269640,349.7
3270664,361.0
3271688,373.1
3272712,362.0
3273736,366.6
3274760,376.0
3275784,351.5
3276808,354.7
3277832,353.8
3278856,354.6
3279880,325.4
3280904,365.3
3281928,364.1
3282952,348.6
3283976,341.4
3285000,349.1
3286024,366.9
3287048,364.0
3288072,344.8
3289096,358.8
3290120,361.8
3291144,339.9
3292168,381.6
3293192,351.8
3294216,345.3
3295240,365.7
3296264,375.0
3297288,379.5
3298312,360.9
3299336,381.7
3300360,392.0
3301384,386.5
3302408,434.7
3303432,394.2
3304456,395.1
3305480,366.2
3306504,381.2
3307528,416.8
3308552,400.3
3309576,373.2
3310600,375.1
3311624,423.3
3312648,369.1
3313672,401.4
3314696,379.2
3315720,352.3
3316744,381.7
3317768,398.5
3318792,368.2
3319816,364.8
3320840,398.8
3321864,370.8
3322888,375.6
3323912,411.1
3324936,392.7
3325960,362.2
3326984,366.5
3328008,365.0
3329032,380.5
3330056,356.7
3331080,366.0
3332104,382.8
3333128,367.4
3334152,369.7
3335176,376.6
3336200,372.0
3337224,365.0
3338248,384.0
3339272,365.3
3340296,402.8
3341320,369.3
3342344,379.1
3343368,361.6
3344392,393.0
3345416,394.3
3346440,373.6
3347464,378.6
3348488,405.6
3349512,394.9
3350536,390.9
3351560,385.2
3352584,390.3
3353608,379.5
3354632,369.0
3355656,425.9
3356680,408.3
3357704,383.1
3358728,382.0
3359752,360.7
3360776,399.0
3361800,376.3
3362824,368.1
3363848,383.4
3364872,392.7
3365896,384.6
3366920,387.3
3367944,406.0
3368968,370.4
3369992,377.1
3371016,369.7
3372040,388.0
3373064,369.1
3374088,388.2
3375112,393.6
3376136,383.6
3377160,383.4
3378184,371.3
3379208,375.0
3380232,428.2
3381256,368.9
3382280,388.7
3383304,383.5
3384328,387.7
3385352,376.4
3386376,406.3
3387400,397.4
3388424,382.2
3389448,378.3
3390472,374.3
3391496,381.0
3392520,401.3
3393544,375.0
3394568,374.3
3395592,383.8
3396616,367.8
3397640,379.5
3398664,375.1
3399688,397.2
3400712,369.7
3401736,367.5
3402760,401.6
3403784,375.2
3404808,389.8
3405832,380.2
3406856,381.6
3407880,375.3
3408904,382.2
3409928,368.7
3410952,377.1
3411976,392.8
3413000,372.9
3414024,395.4
3415048,370.6
3416072,365.6
3417096,364.9
3418120,401.1
3419144,383.9
3420168,383.8
3421192,368.2
3422216,379.7
3423240,398.2
3424264,412.1
3425288,400.5
3426312,384.2
3427336,371.9
3428360,380.8
3429384,380.2
3430408,380.7
3431432,395.2
3432456,386.7
3433480,368.2
3434504,397.3
3435528,398.9
3436552,389.1
3437576,384.0
3438600,375.0
3439624,406.6
3440648,397.3
3441672,395.3
3442696,403.9
3443720,369.5
3444744,370.8
3445768,393.0
3446792,391.9
3447816,359.6
3448840,370.0
3449864,398.2
3450888,382.4
3451912,383.3
3452936,406.7
3453960,397.9
3454984,586.2
3456008,741.3
3457032,720.1
3458056,670.8
3459080,647.2
3460104,417.4
3461128,394.9
3462152,374.2
3463176,407.5
3464200,372.8
3465224,388.9
3466248,391.0
3467272,390.8
3468296,382.5
3469320,410.9
3470344,394.2
3471368,405.7
3472392,406.1
3473416,382.8
3474440,398.5
3475464,396.4
3476488,398.3
3477512,376.8
3478536,395.7
3479560,416.5
3480584,398.6
3481608,422.8
3482632,393.2
3483656,385.4
3484680,395.2
3485704,402.1
3486728,388.4
3487752,378.6
3488776,372.8
3489800,391.7
3490824,385.9
3491848,420.3
3492872,383.7
3493896,376.9
3494920,375.1
3495944,396.6
3496968,403.1
3497992,391.8
3499016,378.1
3500040,395.0
3501064,391.3
3502088,410.7
3503112,398.8
3504136,404.4
3505160,389.6
3506184,378.0
3507208,414.8
3508232,400.7
3509256,397.4
3510280,417.2
3511304,394.9
3512328,420.6
3513352,383.1
3514376,409.1
3515400,405.8
3516424,406.3
3517448,402.6
3518472,432.9
3519496,368.2
3520520,395.7
3521544,406.4
3522568,409.8
3523592,386.2
3524616,390.3
3525640,386.4
3526664,399.9
3527688,406.7
3528712,420.3
3529736,369.1
3530760,414.3
3531784,393.9
3532808,405.7
3533832,380.2
3534856,394.8
3535880,404.5
3536904,417.2
3537928,408.4
3538952,398.1
3539976,417.0
3541000,430.9
3542024,403.3
3543048,414.6
3544072,403.0
3545096,395.0
3546120,400.9
3547144,401.4
3548168,395.2
3549192,385.0
3550216,389.3
3551240,415.6
3552264,419.3
3553288,395.4
3554312,372.5
3555336,398.2
3556360,400.3
3557384,408.4
3558408,388.6
3559432,397.2
3560456,393.9
3561480,422.5
3562504,401.1
3563528,403.2
3564552,401.7
3565576,403.6
3566600,413.3
3567624,419.0
3568648,401.1
3569672,433.8
3570696,415.3
3571720,407.9
3572744,418.7
3573768,389.6
3574792,411.7
3575816,407.5
3576840,386.8
3577864,402.4
3578888,406.1
3579912,401.8
3580936,415.7
3581960,445.1
3582984,438.0
3584008,431.6
3585032,397.0
3586056,405.9
3587080,426.9
3588104,406.4
3589128,410.7
3590152,432.0
3591176,419.2
3592200,437.3
3593224,393.2
3594248,408.7
3595272,397.8
3596296,437.4
3597320,401.1
3598344,411.6
3599368,422.9
3600392,391.0
3601416,361.6
3602440,391.6
3603464,384.4
3604488,372.7
3605512,386.6
3606536,385.3
3607560,396.8
3608584,398.4
3609608,408.5
3610632,775.3
3611656,442.3
3612680,400.5
3613704,412.7
3614728,408.1
3615752,422.5
3616776,425.6
3617800,880.5
3618824,391.8
3619848,408.7
3620872,394.4
3621896,422.7
3622920,416.4
3623944,406.4
3624968,439.2
3625992,434.0
3627016,431.5
3628040,415.1
3629064,408.6
3630088,414.2
3631112,401.1
3632136,417.0
3633160,392.7
3634184,455.3
3635208,407.6
3636232,408.9
3637256,410.6
3638280,409.6
3639304,431.5
3640328,402.9
3641352,412.2
3642376,398.2
3643400,404.5
3644424,435.4
3645448,436.8
3646472,413.4
3647496,424.6
3648520,415.5
3649544,412.6
3650568,402.4
3651592,406.8
3652616,419.8
3653640,421.6
3654664,417.1
3655688,420.2
3656712,414.8
3657736,422.4
3658760,394.2
3659784,392.6
3660808,432.0
3661832,423.8
3662856,417.0
3663880,415.4
3664904,419.3
3665928,460.9
3666952,774.2
3667976,742.7
3669000,461.0
3670024,400.0
3671048,407.4
3672072,419.0
3673096,411.3
3674120,417.3
3675144,417.4
3676168,409.4
3677192,425.0
3678216,412.7
3679240,424.7
3680264,440.3
3681288,436.7
3682312,397.4
3683336,411.4
3684360,406.8
3685384,418.1
3686408,438.0
3687432,438.3
3688456,414.3
3689480,420.9
3690504,435.4
3691528,426.9
3692552,415.4
3693576,420.8
3694600,440.5
3695624,446.6
3696648,422.2
3697672,408.5
3698696,424.9
3699720,398.2
3700744,424.0
3701768,421.1
3702792,428.9
